customer_state,total_payment_value,payment_count,principal_payment_type,total_freight,total_weight_g,total_volume_cm3,seller_state_count,category_count,principal_category_by_price,principal_seller_state_by_price,distancia_km
SP,83.75,1,credit_card,13.85,600,15000,1,1,brinquedos,SP,342.560398
SP,94.77,1,credit_card,14.87,1383,20000,1,1,cama_mesa_banho,SP,129.23182
RJ,102.87,1,credit_card,22.88,2900,27000,1,1,esporte_lazer,SP,354.820869
RJ,218.57,1,credit_card,19.49,350,1800,1,1,beleza_saude,SP,394.701775
RJ,130.84,1,credit_card,20.85,2100,6750,1,1,cama_mesa_banho,SP,652.932305
SP,85.58,1,credit_card,14.59,950,13125,1,1,cama_mesa_banho,SP,295.185516
SP,28.48,1,credit_card,13.48,150,2128,1,1,esporte_lazer,PR,548.947488
SP,31.75,1,credit_card,11.85,500,15625,1,1,utilidades_domesticas,SP,150.877409
SP,23.08,1,credit_card,7.78,300,2992,1,1,beleza_saude,SP,15.614052
SP,200.82,1,credit_card,12.82,314,2772,1,1,relogios_presentes,SP,302.075052
SP,628.42,1,credit_card,30.42,300,3864,1,1,esporte_lazer,PR,502.854551
SP,79.23,1,credit_card,9.24,900,7182,1,1,utilidades_domesticas,SP,21.508361
SP,618.6,1,credit_card,18.95,667,5760,1,1,beleza_saude,RJ,417.625434
SP,69.31,1,debit_card,13.41,1500,4400,1,1,esporte_lazer,SP,386.955043
SP,162.18,1,credit_card,27.21,2100,37044,1,1,moveis_decoracao,SP,36.512348
SP,34.27,1,credit_card,8.27,300,10000,1,1,utilidades_domesticas,SP,52.65549
RJ,64,1,boleto,14.1,235,4522,1,1,beleza_saude,SP,364.741943
RJ,64.18,1,boleto,28.2,600,15750,1,1,moveis_decoracao,SP,357.608194
SP,133.35,1,credit_card,13.86,1200,4125,1,1,beleza_saude,SP,426.995222
SP,63.6,1,credit_card,12.7,600,1710,1,1,moveis_decoracao,SP,310.299403
RJ,104.37,1,credit_card,14.38,250,3960,1,1,beleza_saude,SP,354.644709
SP,118.88,1,credit_card,18.98,1700,14976,1,1,cama_mesa_banho,MG,277.077237
RJ,70.49,1,credit_card,15.49,200,640,1,1,relogios_presentes,SP,372.422805
RJ,35,1,credit_card,15.1,300,10000,1,1,relogios_presentes,SP,368.270633
SP,129.47,1,credit_card,13.37,1550,5400,1,1,utilidades_domesticas,SP,2.525506
SP,32.04,1,credit_card,11.15,1650,13500,1,1,moveis_decoracao,SP,8.067253
SP,46.76,1,credit_card,11.86,1100,4692,1,1,utilidades_domesticas,SP,60.167072
SP,273.47,1,credit_card,14.47,300,1936,1,1,relogios_presentes,SP,283.040352
SP,211.89,1,credit_card,12.89,335,2992,1,1,relogios_presentes,SP,297.104106
SP,163.68,1,credit_card,23.78,1223,18400,1,1,esporte_lazer,RJ,575.572116
RJ,1424,1,credit_card,25,1000,2720,1,1,relogios_presentes,SP,350.075018
SP,186.96,1,credit_card,27.16,2450,27608,1,1,cama_mesa_banho,SP,118.234989
SP,110.02,1,credit_card,16.42,900,4320,1,1,esporte_lazer,PR,529.097423
RJ,32.09,1,debit_card,15.1,200,2052,1,1,utilidades_domesticas,MG,694.577326
SP,37.77,1,boleto,7.78,700,4576,1,1,moveis_decoracao,SP,0.57415
SP,32.37,1,credit_card,7.39,200,2100,1,1,informatica_acessorios,SP,88.344011
RJ,99.9,1,credit_card,0,584,2288,1,1,relogios_presentes,SP,488.134954
SP,52.57,1,credit_card,7.58,250,2080,1,1,utilidades_domesticas,SP,14.106602
SP,288.21,1,boleto,9.21,350,2000,1,1,informatica_acessorios,SP,78.460364
SP,159.36,1,boleto,13.46,335,2992,1,1,relogios_presentes,SP,156.580758
SP,88.08,1,credit_card,13.08,2600,15000,1,1,moveis_decoracao,SP,0.467866
SP,208.24,1,credit_card,18.24,1350,12000,1,1,esporte_lazer,SP,277.02015
SP,74.84,1,credit_card,34.88,400,10656,1,1,informatica_acessorios,SP,26.936038
RJ,157.74,1,credit_card,15.74,2600,23625,1,1,cama_mesa_banho,SP,573.804275
SP,52.85,1,credit_card,13.85,550,1710,1,1,cama_mesa_banho,SP,247.489982
RJ,100.31,1,credit_card,17.32,1450,16320,1,1,cama_mesa_banho,SP,773.407556
SP,82.33,1,credit_card,12.43,2600,15000,1,1,moveis_decoracao,SP,98.54118
SP,116.36,1,credit_card,16.46,427,3570,1,1,beleza_saude,RJ,921.857484
SP,143.35,1,credit_card,18.45,800,4608,1,1,esporte_lazer,PR,332.16288
RJ,63.09,1,credit_card,15.1,900,3000,1,1,cama_mesa_banho,SP,773.407556
SP,905.18,1,boleto,145.18,30000,251625,1,1,beleza_saude,SP,123.143949
SP,61.75,1,credit_card,11.85,400,3750,1,1,moveis_decoracao,SP,213.57061
SP,68.69,1,credit_card,14.69,1067,7942,1,1,beleza_saude,SP,400.049513
SP,101.73,1,credit_card,11.83,1700,15625,1,1,esporte_lazer,SP,4.416566
SP,457.08,1,credit_card,45.18,3570,100793,1,1,cama_mesa_banho,SP,299.26483
SP,34.81,1,boleto,12.81,250,15625,1,1,utilidades_domesticas,SP,222.442183
SP,33.71,1,credit_card,12.81,150,2604,1,1,informatica_acessorios,SP,70.379767
SP,221.67,1,boleto,12.67,1813,10920,1,1,esporte_lazer,SP,24.141586
RJ,120.17,1,boleto,21.18,1250,21000,1,1,cama_mesa_banho,SP,584.350225
SP,47.44,1,credit_card,7.54,225,6480,1,1,beleza_saude,SP,23.727952
SP,37.37,1,credit_card,7.47,250,1200,1,1,beleza_saude,SP,141.179003
RJ,42.07,1,credit_card,18.27,250,3750,1,1,utilidades_domesticas,SP,445.491263
RJ,212.38,1,credit_card,43.38,16000,73728,1,1,utilidades_domesticas,SP,329.559014
SP,165.8,1,credit_card,15.81,1200,29000,1,1,brinquedos,RJ,351.807859
RJ,261.71,1,credit_card,9.71,300,3000,1,1,esporte_lazer,RJ,14.914466
SP,30.95,1,credit_card,10.96,100,4500,1,1,beleza_saude,SP,91.794806
SP,107.17,1,credit_card,12.17,350,640,1,1,relogios_presentes,SP,46.413688
SP,74.43,1,credit_card,9.94,450,6090,1,1,beleza_saude,SP,56.706425
RJ,55,1,credit_card,15.1,200,2240,1,1,informatica_acessorios,MG,250.455705
RJ,159.75,1,credit_card,15.76,3600,11616,1,1,beleza_saude,SP,382.089143
SP,43.38,1,credit_card,7.39,200,1760,1,1,esporte_lazer,SP,104.993862
SP,77.85,1,credit_card,58.9,400,2240,1,1,utilidades_domesticas,PR,543.873462
SP,87.81,1,credit_card,14.82,1300,21504,1,1,cama_mesa_banho,SP,300.528417
SP,42.68,1,credit_card,7.78,150,2240,1,1,brinquedos,SP,74.298975
SP,118.64,1,credit_card,13.64,4800,29000,1,1,esporte_lazer,SP,7.494004
SP,52.93,1,boleto,12.94,350,3800,1,1,cama_mesa_banho,SP,261.291925
SP,214.12,1,boleto,24.32,1000,4080,1,1,brinquedos,SP,141.565951
SP,177.31,1,boleto,57.32,6550,8000,1,1,informatica_acessorios,MG,301.585756
RJ,187.32,1,credit_card,27.42,2450,21420,1,1,cama_mesa_banho,SP,713.822555
SP,28.51,1,credit_card,7.41,400,2070,1,1,utilidades_domesticas,SP,19.410755
SP,65.13,1,credit_card,15.23,425,3240,1,1,beleza_saude,RJ,315.977269
SP,122.27,1,credit_card,12.27,300,2112,1,1,brinquedos,SP,64.142347
SP,380.72,1,credit_card,64.72,19600,114048,1,1,utilidades_domesticas,SP,113.418121
SP,55.85,1,debit_card,11.85,167,2912,1,1,informatica_acessorios,SP,82.19606
RJ,141.64,1,credit_card,14.64,200,880,1,1,informatica_acessorios,MG,346.590014
SP,84.78,1,boleto,14.78,1200,28000,1,1,moveis_decoracao,SP,8.50709
RJ,68.73,1,debit_card,14.13,250,880,1,1,informatica_acessorios,SP,318.974322
SP,50.07,1,boleto,14.1,400,10764,1,1,cama_mesa_banho,MG,455.893143
SP,42.71,1,boleto,13.71,550,12500,1,1,brinquedos,SP,27.676742
SP,175.64,1,boleto,16.74,6000,51678,1,1,brinquedos,SP,116.931984
RJ,96.71,1,credit_card,26.81,1500,13440,1,1,moveis_decoracao,MG,332.777745
SP,84.14,1,credit_card,14.24,1450,7854,1,1,utilidades_domesticas,RJ,375.977039
SP,83.68,1,credit_card,8.69,675,21000,1,1,esporte_lazer,SP,127.894932
RJ,84.14,1,credit_card,14.24,8200,49000,1,1,moveis_decoracao,SP,328.870366
SP,34.75,1,boleto,11.85,300,4800,1,1,cama_mesa_banho,SP,232.179871
RJ,373.37,1,debit_card,24.37,150,1932,1,1,esporte_lazer,PR,875.369975
SP,63.93,1,credit_card,13.93,950,12500,1,1,cama_mesa_banho,SP,314.17428
SP,432.18,1,voucher,21.18,3350,17028,1,1,esporte_lazer,SP,108.423192
SP,337.18,1,credit_card,62.28,17800,116000,1,1,cama_mesa_banho,SP,292.766764
RJ,62.98,1,credit_card,23.08,1550,21000,1,1,moveis_decoracao,SP,221.557387
SP,14.92,1,credit_card,8.88,550,16000,1,1,utilidades_domesticas,SP,19.173155
SP,82.51,1,boleto,14.52,450,1280,1,1,informatica_acessorios,SP,5.163378
SP,81.89,1,credit_card,11.99,600,15000,1,1,brinquedos,SP,76.840942
SP,469.6,1,credit_card,29.8,1400,9234,1,1,utilidades_domesticas,SP,283.665031
RJ,214.8,1,credit_card,28.8,315,3168,1,1,informatica_acessorios,MG,332.103139
RJ,92.72,1,credit_card,16.72,1100,8000,1,1,esporte_lazer,SP,324.806449
SP,18.62,1,credit_card,8.72,200,2700,1,1,informatica_acessorios,SP,144.927366
SP,23.39,1,boleto,7.39,150,3000,1,1,utilidades_domesticas,SP,16.643942
SP,102.87,1,credit_card,12.97,550,4692,1,1,moveis_decoracao,SP,128.766972
SP,99.2,1,boleto,14.2,3100,32760,1,1,utilidades_domesticas,SP,78.250155
SP,38.9,1,credit_card,15.1,260,6720,1,1,esporte_lazer,MG,465.887015
SP,30.32,1,credit_card,7.42,300,2304,1,1,beleza_saude,SP,61.726571
SP,174.74,1,credit_card,16.74,4338,2856,1,1,relogios_presentes,SP,331.403114
SP,38.23,1,credit_card,18.24,50,4807,1,1,beleza_saude,MG,443.197855
SP,38.01,1,boleto,8.11,250,1200,1,1,beleza_saude,SP,128.476612
SP,37.68,1,credit_card,7.78,325,6804,1,1,esporte_lazer,SP,80.664881
RJ,173.85,1,credit_card,15.86,444,4480,1,1,relogios_presentes,SP,526.034429
SP,37.86,1,credit_card,10.96,350,2448,1,1,utilidades_domesticas,SP,297.298449
RJ,161.01,1,credit_card,16.11,350,2178,1,1,beleza_saude,SP,361.031694
SP,31.69,1,credit_card,12.79,500,3520,1,1,moveis_decoracao,SP,362.265698
SP,93.82,1,boleto,13.92,1100,12600,1,1,cama_mesa_banho,SP,101.090184
RJ,92.02,1,credit_card,32.22,1200,11088,1,1,informatica_acessorios,SP,508.837087
RJ,219.3,1,voucher,21.87,2300,6786,1,1,cama_mesa_banho,SP,565.378807
SP,71.43,1,credit_card,11.44,950,17500,1,1,beleza_saude,SP,25.403389
SP,388.76,1,boleto,36.96,1844,15300,1,1,informatica_acessorios,MG,433.077049
SP,237.06,1,credit_card,17.06,550,3300,1,1,beleza_saude,SP,97.474292
SP,52.93,1,credit_card,12.94,350,3800,1,1,cama_mesa_banho,SP,290.259018
RJ,101.63,1,credit_card,21.64,2500,20000,1,1,informatica_acessorios,SP,362.637183
SP,132,1,credit_card,27,1950,42000,1,1,moveis_decoracao,SP,8.617991
SP,94.4,1,boleto,9.41,600,8151,1,1,beleza_saude,SP,100.306931
SP,139.11,1,credit_card,14.21,200,4410,1,1,informatica_acessorios,PR,527.517719
SP,145.79,1,credit_card,15.79,200,1080,1,1,beleza_saude,RJ,348.655023
SP,54.21,1,debit_card,13.86,725,6727,1,1,cama_mesa_banho,SP,206.297724
SP,312.28,1,credit_card,16.38,1550,4000,1,1,esporte_lazer,SP,267.485623
RJ,117.77,1,boleto,9.77,1000,7632,1,1,relogios_presentes,RJ,8.420895
SP,79.59,1,credit_card,34.69,17100,102144,1,1,cama_mesa_banho,SP,12.073716
SP,57.69,1,boleto,12.69,5700,33930,1,1,brinquedos,SP,58.12263
SP,51.71,1,credit_card,8.72,200,1232,1,1,brinquedos,SP,21.044959
SP,130.01,1,credit_card,15.11,1300,9000,1,1,cama_mesa_banho,SP,295.67534
SP,127.05,1,boleto,25.55,3450,17028,1,1,moveis_decoracao,PR,356.056363
SP,289.83,1,credit_card,14.83,7175,44000,1,1,brinquedos,SP,41.413636
SP,31.69,1,credit_card,12.79,775,3510,1,1,beleza_saude,SP,285.749927
SP,418.17,1,credit_card,29.17,3450,80000,1,1,esporte_lazer,SP,11.56365
SP,179.77,1,credit_card,16.77,2975,13090,1,1,esporte_lazer,SP,294.406689
RJ,116.7,1,boleto,17.14,180,2210,1,1,informatica_acessorios,PR,894.829788
SP,103.42,1,credit_card,25.62,380,3705,2,1,beleza_saude,SP,67.990734
SP,196.46,1,boleto,17.96,5550,23625,1,1,cama_mesa_banho,SP,125.433428
SP,138.06,1,credit_card,9.06,400,1024,1,1,informatica_acessorios,SP,3.440197
RJ,189.37,1,credit_card,40.37,6550,8000,1,1,informatica_acessorios,MG,353.653632
SP,26.77,1,credit_card,7.78,100,896,1,1,informatica_acessorios,SP,11.074074
SP,189.56,1,boleto,9.56,175,8000,1,1,informatica_acessorios,SP,83.852467
RJ,125.44,1,credit_card,25.54,5700,48000,1,1,moveis_decoracao,SP,471.311414
SP,52.58,1,credit_card,7.58,250,640,1,1,relogios_presentes,SP,21.506393
SP,66.31,1,credit_card,12.81,1110,3762,1,1,beleza_saude,SP,217.165202
SP,70.72,1,credit_card,11.73,200,3960,1,1,beleza_saude,SP,122.546175
RJ,107.46,1,credit_card,17.47,550,46656,1,1,moveis_decoracao,PR,1184.160364
SP,31.27,1,credit_card,7.78,100,836,1,1,esporte_lazer,SP,20.693526
SP,321.58,1,credit_card,21.59,1582,33635,1,1,brinquedos,RJ,353.604527
SP,120.88,1,boleto,8.98,400,5832,1,1,esporte_lazer,SP,16.395411
SP,122.25,1,credit_card,35.55,1350,14400,1,1,cama_mesa_banho,SP,345.34441
SP,59.34,1,credit_card,9.34,850,3120,1,1,beleza_saude,SP,19.344813
SP,102.03,1,credit_card,12.13,1383,20000,1,1,cama_mesa_banho,SP,314.410324
RJ,106.29,1,credit_card,16.39,1050,23625,1,1,cama_mesa_banho,SP,551.883269
SP,285.96,1,credit_card,23.96,1880,45746,1,1,esporte_lazer,SP,419.220345
SP,35.33,1,credit_card,9.34,350,10440,1,1,brinquedos,SP,11.054392
SP,60.81,1,credit_card,13.91,717,6720,1,1,cama_mesa_banho,SP,162.717105
RJ,139.98,1,credit_card,20.08,2150,22050,1,1,moveis_decoracao,PR,1255.008738
SP,113.14,1,credit_card,13.14,167,2816,1,1,informatica_acessorios,SP,379.3659
RJ,43.13,1,boleto,15.23,150,2340,1,1,informatica_acessorios,MG,350.40694
SP,126.94,1,credit_card,18.98,2150,10240,1,1,cama_mesa_banho,SP,137.654209
SP,148.7,1,credit_card,18.8,4250,8000,1,1,esporte_lazer,SP,184.235602
SP,561.15,1,credit_card,16.25,4381,3528,1,1,relogios_presentes,SP,239.422824
SP,150.04,1,credit_card,15.04,1250,31500,1,1,esporte_lazer,SP,365.502692
SP,82.98,1,voucher,13.08,2600,15000,1,1,moveis_decoracao,SP,27.805185
SP,56.78,1,credit_card,7.78,250,640,1,1,relogios_presentes,SP,30.370101
SP,107.58,1,credit_card,13.68,1200,17802,1,1,moveis_decoracao,SP,318.394325
SP,24.86,1,credit_card,10.96,250,4800,1,1,cama_mesa_banho,SP,228.614831
SP,82.33,1,credit_card,12.43,2600,15000,1,1,moveis_decoracao,SP,10.613489
SP,62.59,1,credit_card,12.69,900,2400,1,1,moveis_decoracao,SP,233.512454
RJ,117.48,1,boleto,27.58,1250,5544,1,1,beleza_saude,PR,812.317678
SP,55.24,1,credit_card,9.34,800,8000,1,1,cama_mesa_banho,SP,29.130811
RJ,105.37,1,credit_card,15.38,250,3960,1,1,beleza_saude,SP,436.1643
SP,108.88,1,credit_card,8.89,433,5304,1,1,beleza_saude,SP,25.031274
SP,70.72,1,credit_card,11.73,200,3960,1,1,beleza_saude,SP,33.009717
SP,141.53,1,credit_card,11.53,1600,24000,1,1,utilidades_domesticas,SP,7.467669
RJ,221.79,1,credit_card,21.89,2500,9009,1,1,cama_mesa_banho,SP,445.82988
SP,153.25,1,credit_card,23.45,3450,17028,1,1,moveis_decoracao,PR,359.468503
SP,490.36,1,credit_card,10.61,300,2850,1,1,relogios_presentes,SP,42.245428
SP,22.39,1,credit_card,7.39,200,4500,1,1,utilidades_domesticas,SP,61.266221
SP,48.2,1,credit_card,7.87,150,352,1,1,esporte_lazer,SP,81.100953
SP,57.64,1,credit_card,11.74,900,2400,1,1,moveis_decoracao,SP,310.532329
SP,79.72,1,boleto,22.72,6250,34132,1,1,utilidades_domesticas,PR,341.580146
RJ,188.42,1,credit_card,44.42,300,5824,1,1,informatica_acessorios,PR,891.845016
SP,53.42,1,credit_card,21.92,356,6732,1,1,beleza_saude,SP,411.123651
RJ,142.89,1,credit_card,13.89,400,1547,1,1,informatica_acessorios,RJ,224.353926
SP,116.81,1,credit_card,36.91,4442,86184,1,1,cama_mesa_banho,SP,90.933245
SP,106.21,1,credit_card,13.21,2850,8800,1,1,moveis_decoracao,SP,4.297629
SP,101.14,1,credit_card,11.24,1383,20000,1,1,cama_mesa_banho,SP,165.774718
SP,52.14,1,credit_card,22.17,600,6600,1,1,esporte_lazer,SP,117.273959
SP,746.96,1,boleto,127.32,4268,36608,1,1,informatica_acessorios,MG,483.351296
SP,566.29,1,credit_card,16.29,425,3952,1,1,relogios_presentes,SP,312.072498
SP,149.89,1,credit_card,13.99,1350,4374,1,1,beleza_saude,SP,284.157809
RJ,112.42,1,boleto,23.42,1417,17316,1,1,utilidades_domesticas,SP,649.082704
RJ,27.45,1,credit_card,7.55,150,1920,1,1,cama_mesa_banho,RJ,15.809301
SP,180.51,1,credit_card,20.61,2438,20832,1,1,esporte_lazer,PR,350.488709
SP,174.81,1,credit_card,17.81,9750,12600,1,1,cama_mesa_banho,SP,206.564332
SP,71.63,1,credit_card,11.73,7000,32994,1,1,utilidades_domesticas,SP,54.879209
SP,228.52,1,credit_card,26.62,3050,16692,2,1,moveis_decoracao,SP,119.175
SP,76.22,1,debit_card,9.22,1400,8000,1,1,moveis_decoracao,SP,90.00396
SP,203.06,1,credit_card,16.06,138,2704,1,1,informatica_acessorios,MG,558.681226
SP,72.9,1,credit_card,13,1200,3000,1,1,moveis_decoracao,SP,181.508141
SP,340.07,1,credit_card,10.07,400,2992,1,1,beleza_saude,SP,11.268303
SP,86.64,1,credit_card,16.74,1473,11970,1,1,brinquedos,PR,357.386247
RJ,60.01,1,credit_card,15.11,700,12000,1,1,utilidades_domesticas,SP,353.19085
SP,200.04,1,credit_card,10.14,1000,15120,1,1,brinquedos,SP,68.217406
SP,51.04,1,boleto,8.04,150,5832,1,1,esporte_lazer,SP,56.595718
SP,201.99,1,credit_card,18,2200,48125,1,1,cama_mesa_banho,SP,191.432778
SP,58.83,1,credit_card,22.93,1200,11648,1,1,brinquedos,MG,541.170355
SP,154.08,1,boleto,76.14,7800,76800,1,1,moveis_decoracao,SP,145.092365
SP,244.29,1,credit_card,24.3,2488,21390,1,1,esporte_lazer,RJ,366.961492
SP,58.69,1,credit_card,8.29,350,4500,1,1,esporte_lazer,SP,15.836432
SP,47.68,1,credit_card,7.78,230,1729,1,1,beleza_saude,SP,106.524874
SP,70.72,1,boleto,11.73,200,3960,1,1,beleza_saude,SP,17.613824
SP,195.86,1,credit_card,21.86,1063,28210,1,1,brinquedos,SP,370.104427
SP,55.16,1,credit_card,7.59,350,4488,1,1,beleza_saude,SP,77.493063
SP,113.62,1,credit_card,13.72,1100,11439,1,1,cama_mesa_banho,SP,190.277343
SP,37.84,1,credit_card,11.85,300,3000,1,1,cama_mesa_banho,SP,301.443907
RJ,168.2,1,boleto,18.3,1700,7616,1,1,cama_mesa_banho,SP,454.620888
SP,333.43,1,credit_card,13.44,1000,14000,1,1,brinquedos,SP,45.3814
SP,31.75,1,credit_card,11.85,400,1100,1,1,moveis_decoracao,SP,301.97331
SP,42.06,1,credit_card,11.85,1583,3240,1,1,informatica_acessorios,SP,287.008075
SP,38.72,1,credit_card,8.82,450,2016,1,1,utilidades_domesticas,SP,63.1513
SP,155.66,1,credit_card,14.76,1363,6912,1,1,moveis_decoracao,SP,3.532701
SP,46.19,1,credit_card,7.39,350,11880,1,1,utilidades_domesticas,SP,4.004524
RJ,116.88,1,voucher,16.89,975,18375,1,1,moveis_decoracao,SP,404.919369
SP,132.44,1,credit_card,12.54,1800,4692,1,1,cama_mesa_banho,SP,159.93927
RJ,182.14,1,credit_card,19.24,335,2992,1,1,relogios_presentes,SP,409.796032
SP,309.66,1,credit_card,19.66,2050,48960,1,1,esporte_lazer,SP,13.656691
SP,267.76,1,credit_card,67.77,19600,64925,1,1,utilidades_domesticas,MG,428.56548
SP,138.35,1,credit_card,13.45,1000,4096,1,1,cama_mesa_banho,SP,302.419174
SP,73.34,1,credit_card,13.44,600,3000,1,1,esporte_lazer,PR,697.142241
SP,22,1,boleto,7.78,1100,5280,1,1,utilidades_domesticas,SP,97.939745
SP,138.11,1,credit_card,14.21,200,4410,1,1,informatica_acessorios,PR,529.407211
SP,55.64,1,credit_card,17.44,600,4480,1,1,cama_mesa_banho,SP,15.988456
SP,19.77,1,boleto,7.78,200,5148,1,1,beleza_saude,SP,8.924005
SP,51.84,1,credit_card,11.85,350,3800,1,1,cama_mesa_banho,SP,288.33388
SP,41.43,1,credit_card,9.94,2250,6750,1,1,esporte_lazer,SP,52.722419
RJ,136.6,1,credit_card,17.6,6550,8000,1,1,informatica_acessorios,MG,350.170205
SP,70.07,1,credit_card,13.97,950,9450,1,1,cama_mesa_banho,SP,300.528488
RJ,357.16,1,credit_card,107.26,16650,151250,1,1,moveis_decoracao,SP,588.647666
SP,36.75,1,credit_card,11.85,400,4800,1,1,cama_mesa_banho,SP,311.532942
RJ,80.2,1,boleto,15.2,250,352,1,1,relogios_presentes,SP,298.892547
SP,297.71,1,credit_card,17.72,1538,27900,1,1,brinquedos,RJ,283.952552
SP,127.38,1,credit_card,13.81,835,11880,1,1,cama_mesa_banho,SP,276.59738
SP,84.07,1,credit_card,14.07,800,4913,1,1,cama_mesa_banho,SP,185.937829
SP,174.56,1,boleto,24.66,6550,56392,1,1,brinquedos,SP,116.458935
SP,182.52,1,credit_card,13.62,225,3136,1,1,relogios_presentes,SP,324.115201
SP,35.81,1,credit_card,12.82,525,4872,1,1,cama_mesa_banho,SP,310.981919
RJ,65.35,1,boleto,15.45,150,2816,1,1,esporte_lazer,SP,346.699859
SP,143.93,1,credit_card,14.03,233,3360,1,1,informatica_acessorios,PR,522.581803
SP,328.14,1,credit_card,28.14,3000,73926,1,1,moveis_decoracao,SP,467.340212
RJ,54.59,1,credit_card,16.6,1250,8192,1,1,moveis_decoracao,SP,351.179778
SP,243.28,1,credit_card,18.28,2900,12600,1,1,cama_mesa_banho,SP,104.281137
SP,66.71,1,credit_card,12.72,900,4176,1,1,cama_mesa_banho,SP,349.441436
SP,62.96,1,credit_card,13.01,350,4275,1,1,cama_mesa_banho,SP,278.854562
SP,54.09,1,credit_card,14.1,400,8736,1,1,esporte_lazer,PR,322.098176
SP,102.01,1,credit_card,12.02,1000,7888,1,1,cama_mesa_banho,SP,303.262915
SP,162.55,1,credit_card,12.55,200,2805,1,1,beleza_saude,SP,345.566879
RJ,518.56,1,credit_card,18.57,3700,44080,1,1,brinquedos,RJ,0
SP,72.42,1,credit_card,13.43,200,3960,1,1,beleza_saude,SP,304.705992
RJ,39.1,1,credit_card,14.1,200,4500,1,1,utilidades_domesticas,SP,343.795152
SP,112.96,1,credit_card,18.96,3300,28420,1,1,moveis_decoracao,SP,595.474793
RJ,178.03,1,credit_card,28.03,4000,31500,1,1,moveis_decoracao,SP,353.977857
SP,191.76,1,boleto,15.76,500,4896,1,1,beleza_saude,SP,91.21212
SP,56.6,1,boleto,7.6,250,352,1,1,relogios_presentes,SP,70.386267
RJ,110.02,1,boleto,20.12,1250,13500,1,1,esporte_lazer,SP,330.937214
SP,61,1,credit_card,14.1,300,2304,1,1,esporte_lazer,PR,321.491697
SP,68.87,1,credit_card,8.88,950,17500,1,1,beleza_saude,SP,154.13454
SP,74.03,1,credit_card,14.13,7000,32994,1,1,utilidades_domesticas,SP,51.515911
SP,108.72,1,boleto,13.69,1500,14196,1,1,cama_mesa_banho,SP,289.388794
SP,242.24,1,boleto,62.24,21400,141900,1,1,esporte_lazer,PR,204.438569
SP,106.29,1,credit_card,16.39,304,4500,1,1,beleza_saude,RJ,408.327811
SP,162.04,1,credit_card,12.14,1700,7616,1,1,cama_mesa_banho,SP,143.067089
SP,722.95,1,boleto,23.95,1075,12584,1,1,informatica_acessorios,PR,311.53543
SP,113.42,1,credit_card,23.43,1400,5544,1,1,beleza_saude,PR,507.083207
SP,52.29,1,credit_card,7.39,250,4352,1,1,brinquedos,SP,90.869317
SP,46.39,1,credit_card,7.39,150,640,1,1,relogios_presentes,SP,20.028109
SP,344.33,1,boleto,18.17,5300,27360,1,1,beleza_saude,SP,96.18199
SP,44.08,1,credit_card,9.09,200,1600,1,1,moveis_decoracao,SP,144.491407
RJ,214.1,1,credit_card,92.1,23100,163466,1,1,moveis_decoracao,SP,271.446804
SP,72.72,1,credit_card,7.72,250,352,1,1,relogios_presentes,SP,10.573925
RJ,55.1,1,credit_card,17.6,1250,8640,1,1,moveis_decoracao,SP,840.664255
SP,116.23,1,credit_card,16.33,950,13500,1,1,esporte_lazer,SP,174.63255
SP,92.35,1,credit_card,7.46,321,3458,1,1,informatica_acessorios,SP,93.355973
SP,38.09,1,credit_card,12.79,183,4508,1,1,informatica_acessorios,SP,186.928468
SP,82.45,1,boleto,11.15,400,1760,1,1,esporte_lazer,SP,137.184372
SP,238.07,1,credit_card,13.07,2900,12600,1,1,cama_mesa_banho,SP,431.773373
SP,98.62,1,boleto,9.44,750,24500,1,1,utilidades_domesticas,SP,23.889968
SP,87.71,1,credit_card,7.81,350,3458,1,1,brinquedos,SP,16.701741
SP,44.52,1,boleto,7.52,400,10000,1,1,brinquedos,SP,51.085767
SP,164.17,1,credit_card,18.27,1550,16000,1,1,esporte_lazer,PR,667.60536
SP,199.07,1,boleto,9.07,4850,18750,1,1,esporte_lazer,SP,50.940834
SP,79.33,1,credit_card,13.48,1100,45000,1,1,esporte_lazer,PR,619.024013
RJ,123,1,boleto,35.2,2200,19008,1,1,moveis_decoracao,MG,352.372974
SP,128.83,1,credit_card,13.83,1250,13068,1,1,esporte_lazer,SP,360.850006
SP,47.71,1,credit_card,10.96,600,13858,1,1,brinquedos,SP,74.941395
SP,20.27,1,credit_card,7.39,180,2304,1,1,informatica_acessorios,SP,54.013284
SP,203.99,1,credit_card,13.99,263,2652,1,1,relogios_presentes,SP,166.235474
SP,31.77,1,boleto,7.78,100,4500,1,1,beleza_saude,SP,16.955354
RJ,89.17,1,boleto,14.27,400,3750,1,1,moveis_decoracao,SP,431.276648
SP,97.62,1,credit_card,12.72,321,3458,1,1,informatica_acessorios,PR,522.14129
SP,121.04,1,credit_card,16.04,5300,31360,1,1,utilidades_domesticas,SP,90.336039
SP,202.71,1,credit_card,12.72,600,7728,1,1,beleza_saude,SP,26.106761
SP,33.72,1,boleto,8.82,200,600,1,1,cama_mesa_banho,SP,50.144032
SP,103.55,1,credit_card,13.65,1300,3080,1,1,cama_mesa_banho,SP,347.572462
SP,37.68,1,credit_card,7.78,400,10000,1,1,brinquedos,SP,11.284679
RJ,64.59,1,boleto,15.1,300,1260,1,1,beleza_saude,SP,299.633954
